title,author,source,year,abstract,has_data,raw_answer
黄石市大气降尘中重金属污染及其化学形态特征研究,刘玮玲; 肖文胜; 张家泉; 付桂珍; 占长林; 洪明; 姚虎东,"0
source          期刊
source    湖北理工学院学报
Name: 96, dtype: str",,"2012年5月在黄石市采集了17个大气降尘样品,利用修正的BCR连续提取技术,借助火焰-原子吸收光谱仪分析了7种重金属元素各形态的含量。结果显示,Cu、Pb、Cd、Zn、Mn、Fe、Co总量的平均值分别为1 674.19 mg/kg、949.30 mg/kg、41.35 mg/kg、2 122.53 mg/kg、986.78 mg/kg、28 028.89 mg/kg和465.95 mg/kg,降尘重金属污染严重,其中以Cu、Pb、Zn和Cd最为突出。重金属形态特征及生物有效性与环境风险分析结果表明,降尘中Fe和Co主要以残渣态形式存在,Cd主要以弱酸态形式存在,Cu、Pb、Zn和Mn主要以弱酸态和可还原态形式存在,其中Cd、Pb、Zn、Cu、Mn、Co有50%以上可能发生迁移,易被生物利用,对环境有较高风险。",False,否
芜湖市春夏季大气干降尘的粒径特征及其环境意义,杨立辉; 顾李颖; 苏优,"0
source        期刊
source    皖西学院学报
Name: 97, dtype: str",,"通过对芜湖市春夏大气降尘的粒度测试表明,大气降尘以小于50μm为主,除6月份外,都达到了70%以上,其中10～50μm颗粒含量在50%左右;小于10μm颗粒除4月份外均未超过30%,4月份含量高达37%,各月份中均含有大于350μm粗粒组分。说明芜湖大气降尘以近源为主,春季受北方沙尘暴影响,使细粒组分增加。另外,芜湖大气受到人类生产活动的影响较重,含有较多的粗粒组分。",False,否
镇江37种绿化树木单叶滞尘量分析,张翼飞,"0
source        期刊
source    广东农业科学
Name: 98, dtype: str",,"选择镇江37种绿化树木对其单叶滞尘量进行比较,结果表明,珊瑚树、桂花、八角金盘、枇杷单叶滞尘量较高,归为第1类;金叶女贞、红花檵木、悬铃木、香樟和夹竹桃归为第2类;毛白杨、银白杨、广玉兰、紫荆、构树、构骨冬青、白蜡、臭椿、杨树、大叶女贞、樱花、凤尾兰小叶女贞、枫香、紫叶李、海桐、紫丁香、三角枫、刺槐、桃树、银杏、大叶黄杨、枫杨、红叶石楠、椤木石楠、鸡爪槭、国槐和小叶黄杨单叶滞尘量相对较低,归为第3类。",False,否
无锡市某大型燃煤发电企业职业性体检结果分析,许忠杰,"0
source        期刊
source    现代医药卫生
Name: 99, dtype: str",,"目的了解江苏省无锡市某大型燃煤发电企业中粉尘、锰、噪声等作业职工的健康状况,为进一步加强职业卫生防护和健康管理提供科学依据。方法依照国家相关法律、法规,参照国家职业健康监护技术规范,制定职业健康检查表,对无锡市某大型燃煤发电企业899名在岗职工进行职业性健康检查并对检查结果进行统计分析。结果体检项目总异常人数841人,检出率为93.55%,接触粉尘工人肺纹理异常检出率为3.45%(4/116)、肺功能检查异常检出率为4.31%(5/116),接触噪声纯音测听检查异常率为13.07%(117/895)。此外,还有接触锰、紫外线、射线等职业危害因素的相关检查项目异常。结论该大型燃煤发电企业的职业性危害情况按照国家相关法律、标准要求尚有一定差距,需进一步加强相关法规和安全卫生防护知识宣传教育,落实好防护措施,防止职业病发生。",False,否
九江地区变应原皮肤点刺试验结果分析,刘季萍,"0
source      期刊
source    当代医学
Name: 100, dtype: str",,"目的探索江西九江地区变应性鼻炎患者皮肤点刺试验阳性率、变应原在年龄、性别上的分布特点。方法利用皮肤点刺试验对500例怀疑为过敏性疾病的患者进行18种标准化的变应原检测。结果 500例患者中,阳性反应者493例(阳性率98.6%),以吸入性变应原为主。3种最主要的变应原是粉尘螨(94.9%)、户尘螨(91.5%)和狗毛(72.6%)。多重过敏是主要的过敏形式。学前期(3～7岁)、学龄期(8～12岁)、青春期(13～18岁)、青年期(19～35岁)及中老年期(35岁以上)皮肤点刺试验阳性率分别为100.0%、98.9%、98.0%、99.2%及97.6%,经过多组校正χ2检验差异无统计学意义(P>0.05)。男性和女性SPT阳性率比较差异无统计学意义(P>0.05)。18种变应原分别在男性和女性中的差异同样无统计学意义(P>0.05)。女性吸入性和食入性变应原阳性率在学龄期(χ2=1.48,P>0.05)和青春期(χ2=0.26,P>0.05)差异无统计学意义以及男性青春期(χ2=6.07,P<0.05)差异有统计学意义外,其他各年龄组男性和女性吸入性与食入性变应原阳性率差异都具有高度的统",False,否
宁波市鄞州区37家小微企业职业病危害调查,王志平; 柴鹏飞,"0
source         期刊
source    环境与职业医学
Name: 101, dtype: str",,"[目的]通过对鄞州区部分小微企业职业病危害状况的调查与分析,为有关部门制订基本职业卫生服务政策及全面开展职业病防控工作提供依据。[方法]按照职业病危害基本情况调查工作方案,用随机数字法抽取辖区内2%的职业病危害小微企业作为调查对象,调查企业基本情况、生产工艺、职业病防护措施、工人接触情况及职业病危害因素、健康监护情况。[结果]小微企业存在的职业病危害因素前3位是噪声、粉尘、高温,分别占企业总数的59.5%、54.1%、18.9%。结果表明,小微企业作业场所生产性粉尘合格率为83.30%,物理因素合格率为72.02%,化学因素合格率为76.90%。[结论]小微企业用人单位对职业病危害防制不够重视,应进一步落实职业病危害因素的工程防护和个人防护措施,建议职业卫生监管部门加强对小规模企业的职业病危害的监管。",False,否
粉尘在线监测与自动喷雾除尘装置,蒋泽,"0
source       期刊
source    工矿自动化
Name: 102, dtype: str",,"<正>粉尘在线监测与自动喷雾除尘装置由天地(常州)自动化股份有限公司研制推出,是基于粉尘浓度传感器和光控传感器开发的新一代智能化、人性化矿用自动喷雾降尘装置,可实现粉尘浓度超限自动喷雾,测得的粉尘浓度值可实时就地显示。该装置可以单独自成系统使用,也可与矿井安全监测系统联网使用,实现粉尘浓度在线监测。",False,否
宁波地区2769例疑似过敏性疾病患儿过敏原检测,刘文渊; 周江瑾,"0
source               期刊
source    中国寄生虫学与寄生虫病杂志
Name: 103, dtype: str",,"采用免疫印迹法(immunoblotting test,IBT)对宁波市妇女儿童医院2010年10月至2011年12月疑似过敏性疾病患儿14类过敏原进行检测。共检测患儿2 769例,总特异性IgE抗体(sIgE)阳性率为76.0%(2 105/2 769),其中,男性sIgE阳性率(80.0%,1 344/1 679)高于女性(69.8%,761/1 090)(P<0.05)。居前3位的过敏原分别为户尘螨/粉尘螨(33.2%)、牛奶(12.6%)和真菌(12.6%)。2011年4个季度户尘螨/粉尘螨的检出率分别为19.4%(79/407)、33.9%(196/564)、39.3%(222/565)和36.0%(275/763),4个季度间差异有统计学意义(P<0.05)。主要的4类过敏原(户尘螨/粉尘螨、牛奶、真菌类和鸡蛋)不同年龄组间的阳性率差异均有统计学意义(P<0.05)。户尘螨/粉尘螨阳性级别以3～6级为主(66.8%,613/918)。",False,否
无锡市锡山区职业卫生现况调查分析,成小林; 陈宇炼; 朱玮,"0
source       期刊
source    职业与健康
Name: 104, dtype: str",,"目的调查2009—2011年无锡市锡山区职业卫生现状,提出相应的职业卫生管理对策。方法以调查表和信息系统抽样调查相结合的方式对不同行业进行调查。结果全区职业危害单位主要集中在化工、纺织和机械行业;大中型企业职业卫生管理措施较好,但小型企业较差。超标率:物理因素为27.37%,生产性粉尘为23.58%,化学毒物为3.21%。机械行业(33.33%)和建材行业(66.67%)生产性粉尘点超标率较高,纺织行业(40.40%)、机械行业(33.71%)、交通行业(30.50%)和轻工行业(33.09%)噪声点超标率较高。职业病危害因素中矽尘(78.26%)、一氧化氮(33.33%)、噪声(27.57%)和碳黑尘(25.00%)点超标率较高,其中矽尘超标最严重。2009—2011年,检出疑似职业病46人,确诊职业病112人,以机械行业职业病检出最多(82.14%),锡山区职业病类型以尘肺病为主(75%)。结论锡山区总体职业卫生状况仍存在较大问题,应加强重点行业的监管,加强职业病的监测和预警。",False,否
2011年无锡市1248家企业职业危害状况调查,洪霞; 王红其,"0
source         期刊
source    环境与职业医学
Name: 105, dtype: str",,"[目的]掌握无锡市企业职业危害状况,为制定职业病防治对策提供依据。[方法]设计统一调查表,以无锡市8093家具有职业危害因素的企业之中的1248家企业作为调查对象,运用整群随机抽样法对职业危害因素监测、作业者职业健康监护和职业病发生情况进行调查。[结果]无锡市企业存在多种职业危害因素,如粉尘、物理因素、化学因素、高毒物品。作业场所空气监测合格率和职业健康监护率均较低:粉尘、高毒物品、物理因素的监测合格率分别为92.95%、92.36%、79.94%;矽尘、锰、铅、高温、噪声监测合格率分别为71.70%、76.47%、89.65%、58.52%、78.31%;231人被诊断为职业病,187人被诊断为尘肺,24人被诊断为职业性眼病。[结论]粉尘、噪声、苯系物、铅等是该市主要的职业危害因素,企业应继续加强职业危害因素监测和健康监护,保护劳动者健康。",False,否
粉尘在线监测与自动喷雾除尘装置,nan,"0
source       期刊
source    工矿自动化
Name: 106, dtype: str",,"<正>粉尘在线监测与自动喷雾除尘装置由中煤科工集团常州自动化研究院研制推出。该装置利用粉尘传感器检测环境中的粉尘含量,当粉尘含量达到或超过设定值时,控制箱发出开启电磁阀信号,实",False,否
江苏省常州地区变应性鼻炎患者变应原分析,姚聆清; 邱建鹤; 巢长江; 毛建军; 钱俊勇; 薛建荣; 周慧娟,"0
source              期刊
source    临床耳鼻咽喉头颈外科杂志
Name: 107, dtype: str",,"目的:通过江苏省常州地区变应性鼻炎(AR)患者16种标准化变应原皮肤点刺试验的结果,汇总分析出本地区AR患者的主要变应原,为AR的合理防治及流行病学提供依据。方法:对4 242例临床疑似AR的患者进行皮肤点刺试验并进行结果分析。结果:点刺试验阳性者2 638例,阳性率为62.19%;粉尘螨及户螨吸入性变应原阳性率分别以85.86%、83.55%列第1、2位,其次为蟑螂(11.49%)和葎草(9.82%),食入性变应原海虾(5.76%)列第5位,真菌(2.92%)排位靠后;各年龄段的主要变应原分布有差异;尘螨阳性等级为+++及++++的构成比在儿童组显著高于成人组(P<0.01)。结论:本地区防治AR的重点应针对主要变应原尘螨。儿童与成人变应原亦有差异。",False,否
南通地区儿童变应性鼻炎965例吸入变应原分析,乐慧君; 尤易文,"0
source      期刊
source    交通医学
Name: 108, dtype: str",,"目的:探讨南通地区变应性鼻炎患儿吸入性变应原的分布特征及变化趋势。方法 :采用阿罗格变应原制剂,对疑似变应性鼻炎965例患儿行变应原皮肤点刺试验。结果:受试患儿皮试结果总阳性681例(70.6%),其中粉尘螨、屋尘螨及花粉Ⅰ最高,其次为霉菌Ⅰ及蟑螂。屋尘螨的阳性率高低与性别差异无统计学意义(P>0.05)。花粉Ⅰ及蟑螂在≤6岁组中的阳性率分别为25.0%和6.4%,与在>6岁组阳性率比较差异有统计学意义(P<0.05)。粉尘螨、屋尘螨、霉菌Ⅰ及蟑螂市区组阳性率分别为63.9%、59.2%、32.8%和5.8%,与郊县组阳性率比较差异有统计学意义(P<0.05)。前5种变应原在6月份的阳性率均高于1月份(P<0.05)。前5种变应原阳性率及各年份变应原总阳性率均无线性趋势(P>0.05)。结论:南通地区儿童变应性鼻炎的主要变应原为粉尘螨及屋尘螨,而霉菌Ⅰ及蟑螂的高阳性率也是其分布特征。性别、年龄、生活环境及季节会影响变应原的分布。",False,否
铜陵地区儿童过敏性疾病过敏原的研究,宋文辉; 刘萍; 周云霞; 朱应玉; 胡春玖; 王万平; 王华峰; 江文胜; 张丽新,"0
source        期刊
source    医学研究杂志
Name: 109, dtype: str",,"目的探讨铜陵地区儿童过敏性疾病过敏原的分布特点,为本地区儿童常见过敏性疾病的防治提供科学依据。方法选择患有儿童哮喘、过敏性鼻炎和特异性皮炎等的患儿50例,男性31例,女性19例,平均年龄6.32±3.13岁。所有对象均选用20种过敏原进行皮肤点刺试验,以组胺作阳性对照,生理盐水作阴性对照。结果铜陵地区吸入性过敏原以粉尘螨阳性率最高为84%,其次是户尘螨阳性率82%、猫毛和狗上皮阳性率54%、蟑螂阳性率48%、艾蒿和葎草、玉米花粉阳性率46%。食物性过敏原以海虾阳性率最高62%,其次为牛肉和鸡蛋黄阳性率58%、花生阳性率56%、鸡蛋清和芒果、牛奶阳性率54%、黄鳝和带鱼阳性率52%、大豆阳性率46%、苹果和桃子阳性率42%。结论粉尘螨和户尘螨是铜陵地区儿童常见过敏性疾病的重要过敏原,学龄前儿童主要食物过敏原为鸡蛋黄、花生,学龄期儿童主要过敏原为海虾、牛肉。皮肤点刺试验用于明确儿童过敏性疾病的致病原因安全有效。",False,否
常州市5家水泥生产线的粉尘危害现状,杨明辉; 李全; 彭文彬,"0
source       期刊
source    职业与健康
Name: 110, dtype: str",,"目的了解常州市某区水泥生产行业粉尘危害现状,以采取有效的控制措施,减少尘肺的发生。方法对5家相同类型的水泥生产线,采用现场职业卫生学调查、职业病危害因素检测、职业健康监护等方法。结果该行业职业卫生管理不到位,工作场所中水泥粉尘检测样品合格率为66.7%,磨机、散装水泥操作处为Ⅰ级(轻度危害作业),包装岗位为Ⅱ级(中度危害作业),97名接尘工人高仟伏X线摄片检查,均在正常范围内。结论该区5家水泥厂,作业场所中水泥粉尘浓度高,职业危害严重。须对生产设备、工艺、防护设施进行整改,切实保护工人的身体健康。",False,否
南通市某钢丝绳行业集中区降尘中重金属污染状况评价,吴建兰,"0
source        期刊
source    中国环境监测
Name: 111, dtype: str",,"针对南通市钢丝绳行业集中区重金属污染问题,分析降尘中的铅、镉、铬、铜、镍、铁、锌、锰等重金属含量,并采用污染指数法和地累积指数法对降尘中重金属污染状况进行评价。结果表明,该集中区降尘中重金属污染程度依次为Zn>Pb>Cd>Cu>Fe>Mn>Ni>Cr,铅、锌为主要污染因子,铅、锌污染级别均处于重污染级别。",False,否
移动极板静电除尘技术,nan,"0
source        期刊
source    中国环保产业
Name: 112, dtype: str",,"<正>由艾尼科环保技术(安徽)有限公司开发的移动极板静电除尘技术,适用于高比电阻粉尘、超细微粉尘、粘性粉尘的收集。主要技术内容	一、基本原理移动极板静电除尘器由两部分组成:前级电场采用",False,否
南通市降尘时空分布特征及影响因素,刘媛媛; 姚颖,"0
source           期刊
source    环境监测管理与技术
Name: 113, dtype: str",,"对2004年—2009年南通市降尘监测数据进行分析,结果表明,市区降尘污染较轻,年均值全部达标,在6年间呈波状变化态势;从各月分布来看,3—7月降尘污染较为严重;在各功能区中,受降尘污染程度从大到小依次为:居民区>工业区>商业交通区>文教区。提出,应继续推进城区企业工艺改造升级,加快燃煤锅炉淘汰;施工(运输)期间对易产生扬尘的建筑材料应采取密闭存储、设置围挡等有效措施并保证建筑垃圾及时清运、施工车辆及道路及时清扫冲洗;加大城市的绿化建设和道路的硬化建设,尽量避免道路开挖。",False,否
舌下含服粉尘螨滴剂治疗变应性鼻炎疗效观察,杜晓东; 舒畅; 徐桂容; 马美; 宋红毛,"0
source              期刊
source    临床耳鼻咽喉头颈外科杂志
Name: 114, dtype: str",,"目的:观察舌下免疫治疗粉尘螨性变应性鼻炎的疗效。方法:记录188例对粉尘螨过敏的变应性鼻炎患者舌下免疫治疗前及治疗后6个月、12个月的症状评分和VAS评分,比较其治疗效果。结果:188例患者治疗后6个月症状已有明显改善,差异有统计学意义(P<0.01);治疗后12个月喷嚏、流涕的症状改善更显著(P<0.01)。结论:舌下脱敏治疗粉尘螨性变应性鼻炎是一种安全、有效的针对病因的治疗方法,值得推广。",False,否
移动通风槽除尘设备在马钢南山矿的应用,吴忠群,"0
source      期刊
source    现代矿业
Name: 115, dtype: str",,"根据冶金矿山相关设计手册和选矿厂除尘设计工程经验,对马钢南山矿业公司移动卸料车除尘系统进行了改造,增加了移动通风槽及移动卸料口跟踪吸尘。系统改造后,移动通风槽除尘设备除尘作用明显,粉尘浓度大幅度降低,作业场所和烟囱排放物浓度达到了国标标准。",False,否
南通地区变应性鼻炎合并哮喘患者吸入性变应原分析,陈静; 尤易文; 王强; 顾苗,"0
source             期刊
source    苏州大学学报(医学版)
Name: 116, dtype: str",,"目的调查分析南通地区变应性鼻炎合并哮喘患者主要吸入性变应原。方法采用16种标准化变应原对南通地区250例变应性鼻炎合并哮喘患者进行皮肤点刺试验(SPT),分析变应原的分布特征,并比较未成年组与成人组变应原阳性率分布差异。结果南通地区变应性鼻炎合并哮喘患者主要吸入性变应原是粉尘螨(62.4%)、屋尘螨(58.8%)、蟑螂(15.6%)。未成年组对粉尘螨、屋尘螨的敏感程度均高于成人组(均P<0.05)。结论尘螨是南通地区变应性鼻炎和哮喘患者最主要吸入性变应原。",False,否
芜湖市主要绿化树种滞尘能力的比较研究,郑蕾,"0
source          期刊
source    安徽科技学院学报
Name: 117, dtype: str",,"对芜湖市20种主要绿化树种滞尘能力进行测定分析,以单位叶面积滞尘量、叶干重滞尘量、单叶滞尘量3种指标测定一般滞尘能力;比较不同树种累积滞尘量以及同一树种在不同功能区滞尘量。结果表明,不同绿化植物种类和习性,叶面滞尘量存在较大差异。从生长习性上看,灌木的滞尘量最大,常绿乔木次之,落叶乔木最小。从叶片特征上看,叶片多皱褶、多油脂、粗糙、被毛等特征的树种更有利于拦截、吸附粉尘,滞尘能力较强。同一树种在不同地区的叶片滞尘量可以反映树木所在环境空气质量,公园和学校的空气质量明显好于道路和工业区。雨后随着时间推移,同一树种叶片滞尘量在不同时间差异显著,且不同树种叶片滞尘量总体均呈上升趋势。",False,否
宁波市镇海区生态公益林生态系统服务价值评估,沈沉沉; 尹俊光; 张净; 黄焰城; 达良俊,"0
source                 期刊
source    华东师范大学学报(自然科学版)
Name: 118, dtype: str",,"通过在宁波市镇海区的4条生态公益林带设置9个样点,对林带内外的微生物含量、温湿度、负氧离子个数和噪音值进行实地测定,并采集植物叶片样本,分析滞尘量和硫、氯、氟含量.基于以上数据,采用影子工程法和替代费用法等方法对宁波市镇海区生态公益林生态系统服务价值进行评估.结果显示,2008年镇海区生态公益林生态系统服务总价值为16 527.61万元;各项功能的价值量依次为净化大气环境>涵养水源>调节温度>固碳释氧>保护生物多样性>活立木蓄积>固定土壤.并提出了两个影响城市生态公益林生态服务价值评估的因素,分别为:评估对象的植物配置情况、评估体系与方法的选择.",False,否
安徽芜湖地区过敏性疾病患者过敏原检测与分析,潘晓玲; 桂晓钟; 赵军; 程静,"0
source      期刊
source    安徽医学
Name: 119, dtype: str",,"目的了解安徽省芜湖地区过敏性疾病过敏原分布情况,合理制定预防与治疗措施。方法对芜湖市第二人民医院2008年6月至2010年6月间过敏性疾病患者925例,应用丹麦ALK-ABELL公司提供的13种标准化变应原皮肤点刺液进行皮肤点刺试验。部分患者采用瑞典Pharmacia公司的全自动体外过敏原检测仪UniCAP100系统进行血液特异性IgE检测,进行与皮试结果对照。结果过敏原皮肤点刺试验的阳性率78%,其排列是:螨(屋尘螨90.85%;粉尘螨88.63%;热带螨51.88%),蟑螂(美洲大蠊18.45%;德国小蠊18.17%),动物皮屑(狗毛13.32%;猫毛9.99%)等等。在尘螨应用UniCAP100体外血液特异性抗体与皮肤点刺试验对照比较中,两者结果差异无统计学意义(P>0.05)。结论安徽省芜湖地区过敏原分布是螨(以尘螨为主)、蟑螂、动物皮毛等等,具有过敏特异性反应程度重,联合致敏多,以尘螨为主的特点。世界卫生组织(WHO)推荐的标准化变应特异性免疫治疗适合本区域治疗,值得推广。",False,否
池州森林生态系统服务价值评估与分析,张乐勤; 方宇嫒; 许杨; 许信旺,"0
source      期刊
source    广西植物
Name: 120, dtype: str",,"池州市是国家首个生态经济示范区,《中国21世纪议程》试点地之一,生态安徽建设试点市。基于LY/T1721-2008《森林生态系统生态服务价值评估规范》,采用实证研究、调查研究、文献研究等方法,估算了池州市森林生态系统生态服务价值。结果表明:2009年,池州市森林生态系统生态服务价值为443.30亿元,林果等实物产品价值为168.97亿元,生态服务价值是实物生产价值的2.62倍。各项生态服务功能价值大小顺序为:涵养水源>固碳释氧>生物多样性保护>净化大气环境>保育土壤>森林游憩>森林防护>积累营养物质。可为池州市制定生态立市发展战略,走可持续发展之路提供理论依据和数据支撑,也可增强人们对森林资源保护的自觉性和主动性。",False,否
安庆铜矿通风系统技术改造研究,蒋权; 陈建宏; 李贤云; 杨珊; 陈友良,"0
source        期刊
source    矿业工程研究
Name: 121, dtype: str",,"为了妥善解决安庆铜矿现有通风系统存在的通风及防尘问题,以求保障作业安全和改善通风质量,采用多机并联空气幕方法实施风量控制,并利用空气幕的增阻作用改变传统依靠热交换的手段,同时提出了一套新颖的适合于本矿山的以风源净化和风流控制为主体的技术方案.实践表明,-460<sup>-</sup>580 m各中段的风量得到了有效的调节,主井的冻结问题明显好转,主作业点的粉尘浓度达到国家规定标准,且减少了工程投资,对同类矿山开展相关的研究具有一定的参考价值.",False,否
小流域生态补偿标准实证研究,张乐勤; 许信旺; 曹先河; 荣慧芳,"0
source         期刊
source    科技进步与对策
Name: 122, dtype: str",,"流域生态补偿标准是流域生态补偿研究的核心内容,国内外对此观点不一。以秋浦河为例,以2007年为基准,采用国家林业局发布的""LY/T1721—2008森林生态系统服务功能评估规范"",评估其上游生态服务价值为48556.77万元。基于""外部性理论""提出:流域生态补偿标准应本着因地制宜原则,视生态服务的空间差异而定。补偿的上限为外部经济性行为的全部,即生态服务价值的全部(48556.77万元),补偿的下限为生态系统服务功能中主导效应因子的价值,即直接使下游受益的水源涵养及土壤形成与保护价值(22192.31万元)。",False,否
“环境立市”打造全新芜湖,宋晨,"0
source      期刊
source    环境保护
Name: 123, dtype: str",,"节能减排、治理污染、转变发展方式,是贯彻落实科学发展观、推进生态文明建设的客观需要,也体现了""以人为本""的执政理念。芜湖市坚持""环境立市"",作出了有益的尝试。",False,否
九华山森林生态系统生态服务价值评估,张乐勤; 荣慧芳; 许杨; 许信旺,"0
source      期刊
source    山地学报
Name: 124, dtype: str",,"基于LY/T1721—2008《森林生态系统生态服务功能评估规范》,采用实证研究、意愿调查、文献研究等方法,估算了九华山森林生态系统生态服务价值,结果表明:2009年,九华山森林生态系统生态服务价值为84 208.50万元,实物生产价值为4 359.06万元,生态服务价值是实物生产价值的19.31倍。各项生态服务功能价值大小顺序为:涵养水源>保育土壤>生物多样性保护>固碳释氧>森林游憩>净化大气环境>积累营养物质。可为九华山管委会制定旅游、社会经济发展规划,合理开发九华山生态旅游资源,提供理论依据和数据支撑,也可增强人们对九华山森林资源保护的自觉性和主动性。",False,否
秋浦河流域生态补偿标准实证研究,张乐勤; 许信旺; 曹先河; 荣慧芳,"0
source        期刊
source    水土保持通报
Name: 125, dtype: str",,"流域生态补偿标准是流域生态补偿研究的核心内容,国内外对此观点不一。以秋浦河为例,以2007年为基准,采用国家林业局发布的""森林生态系统服务功能评估规范(LY/T1721-2008)"",评估了其上游生态服务价值为5.47亿元。并基于""外部性理论""提出了流域生态补偿标准应本着因地而宜原则,视生态服务的空间差异而定。补偿的上限为外部经济性行为的全部,即生态服务价值的全部5.47亿元,补偿的下限为生态系统服务功能中主导效应因子的价值,即直接使下游受益的水源涵养及土壤保育价值2.16亿元。",False,否
2009年无锡市锡山区各企业有毒有害因素监测情况,周群新; 成小林; 杜可佳,"0
source       期刊
source    职业与健康
Name: 126, dtype: str",,"<正>近年来,政府对用人单位的职业危害状况越来越重视,为进一步了解锡山区企业作业环境的情况,我们对2009年锡山区117家企业车间环境监测情况进行了分析,结果如下。1对象与方法2009年对锡山区117家企业(其中化工企业50家,轻工企业26家,机械企业27家,电子企业9家,纺织企业2家,其他企",False,否
铜陵市大气降尘中Cd元素污染特征及其对土壤的影响,殷汉琴; 周涛发; 陈永宁; 陈富荣; 袁峰; 李湘凌,"0
source      期刊
source    地质论评
Name: 127, dtype: str",,"为了评价有色金属矿山城市大气降尘中重金属元素的污染状况、来源及其对土壤重金属累积的影响,分析测试了铜陵市大气降尘样品中Cd元素的含量。分析结果表明,降尘样品中Cd元素的平均含量为16.44μg/g,明显高于安徽省江淮流域多目标调查中铜陵土壤Cd元素的平均含量;降尘中Cd元素含量较高的样品出现在矿山和冶炼厂附近。用富集因子法定性地判断了各采样点Cd元素的来源,大气降尘中Cd元素的富集因子均值为78.8,表明铜陵市大气降尘中Cd元素污染严重,且矿石的开采和冶炼对大气降尘中Cd污染的贡献较大,是研究区大气污染中重金属的主要来源。大气降尘对土壤Cd的输入通量较大,达到1.84mg/(m2·a),远高出合肥、马鞍山等城市。",False,否
天地(常州)自动化股份有限公司4项科研成果获得专利,王晖,"0
source       期刊
source    工矿自动化
Name: 128, dtype: str",,"<正>2010年,天地(常州)自动化股份有限公司的4项科研成果获得专利。其中""一种粉尘浓度传感器""、""一种煤矿安全监控系统""为实用新型专利,专利号分别为ZL200920159093.7、ZL200920309329.0;""基于IP",False,否
擦亮铜都南大门 拂去尘埃尽开怀,厉军; 王海宏; 张应松,"0
source      期刊
source    环境保护
Name: 129, dtype: str",,"<正>安徽省工业城市铜陵在治理扬尘上采取多部门协力、铁腕作战、齐抓共管、联防联治等办法,一举改变了环保部门单打独斗的历史。工业扬尘治理一直是处于建设高峰期城市发展中的老大难问题。安徽省工业城",False,否
两种森林生态系统价值评估方法实证评述,张乐勤; 荣慧芳; 曹先河,"0
source        期刊
source    水土保持通报
Name: 130, dtype: str",,"森林生态系统价值尚未形成成熟的评价方法。谢高地等基于Costanza的方法创建了当量因子法,中国林业科学院森林生态环境与保护研究所创建了LY/T1721-2008评估规范。以安徽池州市境内的秋浦河河源森林生态系统为例,以2007年为基准年,用两种方法计算其生态服务价值分别为11 330.92,49 369.59万元。创建背景不同,方法不同,指标类型以及参数选取不同等是导致评估结果相差甚远的主要原因。当量因子评估法依条件价值法为机理而创立,较客观地体现了人们的主观支付意愿,但粗略、宽泛;LY/T1721-2008评估法测重于理论研究,细致、准确但离人们的支付意愿相差较大。",False,否
擦亮铜都南大门 拂去尘埃尽开怀,张应松,"0
source         期刊
source    资源与人居环境
Name: 131, dtype: str",,"<正>安徽铜陵市被列为国家循环经济双试点城市以来,自2010年起又吹响了创建国家环保模范城市的号角。近日,笔者驱车行驶在宽阔的铜陵市南大门的铜官大道上,只见水泥厂、发",False,否
2008—2009年常州市职业病危害因素监测结果,汪国海; 朱建全; 薛和雄; 徐琪; 周瑜,"0
source       期刊
source    职业与健康
Name: 132, dtype: str",,,False,否
安徽省石台县森林生态系统服务价值研究,张乐勤; 许信旺; 荣慧芳; 曹先河,"0
source        期刊
source    农业技术经济
Name: 133, dtype: str",,"本文基于LY/T1721—2008评估规范,以2009年为基准年,计算出研究区域生态服务价值为54665.42万元,实物生产价值为5762.23万元,生态服务价值是实物生产价值的9.48倍。依据外部性理论,本文提出生态服务价值的全部为秋浦河流域生态补偿的上限,直接使下游受益的水源涵养及土壤保育价值(21588.39万元)是补偿的下限。",False,否
无锡市城区与郊区儿童吸入性过敏原比较,华子仪; 郁志伟; 过静娟; 厉家珍; 谢娟娟,"0
source           期刊
source    现代中西医结合杂志
Name: 134, dtype: str",,"目的了解无锡市城区与郊区儿童吸入性过敏原分布特点。方法通过过敏原皮肤点刺试验测定城区2 322例和郊区2 046例儿童屋尘螨、粉尘螨、热带螨、猫毛、狗毛、花粉Ⅳ、艾蒿、豚草、霉菌Ⅰ、霉菌Ⅳ、蟑螂11类过敏原,比较2组过敏原阳性率及强阳性率。结果城区和郊区3种主要过敏原均依次为屋尘螨、粉尘螨、热带螨;螨类、猫毛、狗毛城区组阳性率较郊区组高,蟑螂阳性率以郊区组为高;屋尘螨、粉尘螨、猫毛、花粉Ⅳ强阳性率城区组显著高于城郊组。结论同一地区不同城区吸入性过敏原分布存在一些差异,可为临床诊治提供一定依据。",False,否
马钢罗河铁矿一期选矿工程除尘设计,祁明华; 汪俊; 陈宜华,"0
source      期刊
source    现代矿业
Name: 135, dtype: str",,"分析了湿法除尘和机械通风除尘的特点,结合选矿工艺流程特点,采取综合措施治理粉尘,在不同的产尘点采用相对应的除尘方法,设计了除尘系统,该系统降低了整体除尘的总投资和日后运行费用,同时达到了控尘的效果,实现了清洁生产。",False,否
